Time,"T° Read 3:540/25,590/20",A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
5:09:17,37,16626,16635,16663,16631,16667,16489,16368,16742,16165,16486,16336,16699,16560,18032,51374,17666,16843,18331,16961,18641,16804,17339,16407,16624,16509,19009,54839,17421,17137,18196,16904,18463,16773,18302,16268,16603,16457,16641,16618,17546,16582,18011,17698,18553,16762,16725,16426,16787,16518,16568,16707,43656,16603,49832,16814,57020,16836,16889,16363,16604,16453,53295,16732,16394,16369,16539,16615,16474,16498,16590,16306,16693,16649,58212,16529,16264,16147,16121,16079,16190,15889,16567,16545,16729,16399,16651,16829,16128,16133,16060,15964,16674,15739,16266,16326,16395
5:19:17,36.9,16662,16712,16724,16713,16653,16552,16482,16825,16184,16593,16439,16752,16503,18225,56093,17776,16956,18417,16955,18786,16877,17423,16404,16657,16541,19132,59797,17582,17124,18431,17022,18625,16811,18489,16340,16540,16524,16669,16666,17806,16615,18187,17836,18793,16798,16771,16458,16803,16540,16573,16786,47932,16562,54364,16904,62319,16856,16912,16340,16614,16455,57425,16746,16369,16366,16581,16607,16457,16510,16609,16346,16712,16646,62436,16611,16305,16217,16186,16164,16160,15961,16588,16632,16717,16438,16637,16860,16228,16237,16088,16033,16632,15847,16247,16329,16531
5:29:17,37,16682,16729,16647,16708,16660,16522,16446,16825,16125,16570,16399,16755,16523,18366,60270,17915,16904,18588,17010,19027,16870,17615,16401,16634,16570,19262,64853,17807,17175,18413,17024,18809,16886,18632,16378,16622,16483,16701,16727,17951,16675,18224,17729,18895,16833,16738,16459,16873,16528,16621,16798,52421,16598,59200,16841,67663,16864,16903,16395,16631,16516,61621,16765,16388,16371,16593,16662,16487,16545,16616,16395,16690,16680,66030,16620,16308,16220,16189,16172,16220,16007,16606,16572,16710,16463,16679,16924,16215,16212,16093,16063,16752,15886,16230,16328,16521
5:39:17,37,16575,16570,16629,16535,16571,16493,16374,16710,16072,16510,16313,16674,16470,18343,64352,18037,16898,18661,16983,19076,16749,17549,16339,16585,16461,19250,70069,17873,17088,18541,17024,18862,16748,18606,16298,16532,16426,16631,16726,18035,16612,18265,17681,19005,16817,16645,16407,16788,16474,16560,16757,56927,16529,64183,16839,73453,16845,16863,16360,16624,16445,64854,16746,16328,16415,16567,16574,16426,16455,16487,16344,16637,16639,69279,16597,16300,16143,16122,16058,16181,15962,16552,16521,16706,16374,16636,16835,16163,16171,16016,15971,16625,15802,16244,16316,16439
5:49:17,37,16661,16736,16786,16763,16626,16631,16457,16857,16288,16614,16466,16774,16568,18534,68175,18205,16985,18782,17077,19335,16855,17797,16369,16701,16605,19498,76110,18034,17160,18714,17019,19053,16846,18796,16385,16647,16516,16697,16832,18274,16693,18402,17777,19133,16856,16685,16461,16855,16514,16642,16847,62267,16687,69906,16878,80198,16941,16937,16427,16678,16502,68361,16832,16439,16432,16650,16686,16416,16537,16582,16443,16665,16708,72788,16706,16339,16185,16195,16161,16208,16009,16573,16617,16819,16557,16633,16968,16196,16232,16166,16027,16749,15860,16340,16456,16583
5:59:17,37,16594,16687,16666,16640,16584,16452,16364,16756,16188,16544,16370,16720,16502,18617,71420,18400,17008,18820,17000,19309,16832,17839,16370,16584,16613,19491,82351,18168,17079,18682,17162,19003,16772,18876,16299,16517,16425,16615,16940,18349,16582,18456,17756,19206,16833,16617,16385,16815,16530,16556,16772,67699,16574,75731,16829,86190,16836,16918,16323,16570,16410,71086,16727,16389,16359,16535,16647,16467,16512,16509,16361,16609,16674,75586,16608,16264,16139,16115,16092,16161,15976,16540,16554,16694,16426,16706,16890,16287,16168,16091,15980,16652,15811,16204,16281,16463
6:09:17,36.9,16616,16656,16715,16625,16562,16491,16388,16769,16188,16478,16359,16655,16546,18568,74681,18591,17043,18911,17070,19456,16843,17943,16389,16700,16542,19487,89265,18375,17081,18774,17108,19191,16761,18935,16369,16612,16419,16725,17069,18541,16689,18599,17651,19275,16765,16614,16429,16831,16589,16615,16835,74155,16633,82172,16899,92030,16886,16918,16448,16638,16439,74140,16839,16374,16455,16576,16700,16534,16535,16595,16344,16684,16664,78508,16632,16259,16240,16193,16123,16254,15971,16612,16528,16816,16395,16665,16887,16200,16233,16130,16013,16700,15811,16252,16317,16522
6:19:17,37,16536,16543,16567,16525,16505,16384,16283,16653,16048,16440,16295,16611,16514,18565,77350,18734,16894,18947,17038,19503,16741,18006,16419,16613,16555,19562,96344,18531,17138,18861,17165,19211,16844,19096,16339,16546,16455,16684,17060,18651,16678,18709,17666,19315,16827,16613,16481,16826,16551,16610,16855,81261,16665,89324,16870,97135,16895,16879,16424,16639,16550,76851,16813,16464,16434,16619,16633,16492,16496,16677,16436,16648,16677,81286,16709,16283,16229,16157,16127,16301,15997,16622,16587,16736,16472,16766,16933,16249,16267,16045,16060,16764,15861,16237,16372,16560
6:29:17,36.9,16603,16669,16695,16679,16559,16501,16414,16744,16114,16509,16349,16709,16441,18798,80028,18871,17059,19070,17161,19601,16809,18069,16425,16680,16511,19660,OVRFLW,18704,17140,18965,17173,19263,16747,19174,16387,16605,16420,16697,17136,18663,16631,18806,17622,19440,16840,16590,16455,16874,16507,16604,16786,87836,16658,95713,16946,OVRFLW,16909,16859,16386,16590,16537,79279,16845,16446,16396,16578,16653,16521,16540,16646,16451,16674,16757,83550,16626,16303,16234,16157,16135,16218,16024,16619,16589,16726,16444,16614,16892,16204,16190,16079,16071,16686,15887,16258,16397,16540
6:39:17,37,16588,16731,16677,16714,16646,16520,16471,16798,16120,16555,16399,16678,16601,18865,82549,19040,17125,19146,17196,19767,16898,18217,16472,16766,16598,19721,OVRFLW,18872,17129,19108,17217,19518,16902,19270,16401,16657,16524,16731,17199,18903,16770,18924,17414,19613,16863,16713,16503,16898,16611,16708,16847,93948,16692,OVRFLW,16938,OVRFLW,16941,16945,16442,16668,16499,81825,16894,16495,16473,16660,16719,16588,16624,16650,16467,16725,16781,85785,16670,16384,16262,16200,16236,16279,16097,16666,16648,16769,16472,16780,16968,16240,16244,16176,16082,16785,15879,16320,16407,16602
6:49:17,37,16680,16717,16741,16746,16646,16584,16505,16835,16091,16587,16476,16818,16587,18804,84997,19157,17178,19313,17218,19820,16868,18272,16473,16717,16609,19838,OVRFLW,18954,17166,19157,17212,19508,16919,19359,16447,16658,16520,16843,17301,18990,16697,18968,17617,19658,16891,16762,16544,16858,16608,16690,16898,OVRFLW,16754,OVRFLW,16895,OVRFLW,16935,16958,16473,16734,16572,84065,16867,16551,16503,16663,16685,16512,16584,16648,16416,16719,16764,88097,16724,16410,16212,16266,16278,16300,16069,16622,16714,16797,16514,16753,16981,16329,16291,16183,16142,16750,15884,16327,16466,16618
6:59:17,37,16770,16789,16870,16783,16708,16583,16509,16859,16285,16617,16502,16739,16614,18869,86970,19343,17136,19356,17238,19978,16959,18386,16534,16744,16627,19979,OVRFLW,19151,17211,19214,17289,19633,16889,19490,16442,16671,16573,16747,17335,19048,16829,19063,17537,19728,16902,16927,16549,16965,16568,16722,16924,OVRFLW,16723,OVRFLW,17055,OVRFLW,17015,16928,16541,16809,16556,86455,16887,16539,16499,16729,16747,16576,16640,16704,16562,16800,16795,90256,16763,16465,16256,16359,16213,16323,16097,16757,16746,16850,16587,16720,16966,16279,16335,16165,16115,16780,15992,16398,16423,16642
